Z    N            M
82   158     123.61
83   157     113.90
84   156     102.52
85   155      94.77
86   154      85.31
87   153      79.54
88   152      72.00
89   151      67.04
90   150      60.31
91   149      57.50
92   148      52.98
93   147      52.44
94   146      50.14
95   145      51.88
96   144      51.82
97   143      55.84
98   142      58.00
99   141      64.29
100  140      68.66
101  139      77.20
102  138      83.74
103  137      94.49
104  136     103.16
105  135     115.59
106  134     124.87
107  133     138.37
108  132     149.31
70   171     352.89
71   170     328.40
72   169     304.27
73   168     282.21
74   167     260.30
75   166     240.31
76   165     220.71
77   164     203.09
78   163     185.90
79   162     170.56
80   161     155.68
81   160     142.68
82   159     130.15
83   158     119.10
84   157     108.43
85   156      99.30
86   155      90.58
87   154      83.38
88   153      76.62
89   152      70.73
90   151      64.77
91   150      60.39
92   149      56.66
93   148      54.50
94   147      53.04
95   146      53.11
96   145      53.92
97   144      56.22
98   143      59.30
99   142      63.83
100  141      69.15
101  140      75.89
102  139      83.43
103  138      92.34
104  137     102.06
105  136     113.09
106  135     123.81
107  134     135.41
108  133     147.78
70   172     362.10
71   171     338.03
72   170     312.80
73   169     291.20
74   168     268.40
75   167     248.91
76   166     228.12
77   165     211.02
78   164     192.59
79   163     177.83
80   162     161.69
81   161     149.32
82   160     135.50
83   159     125.13
84   158     113.12
85   157     104.71
86   156      94.61
87   155      88.16
88   154      79.98
89   153      75.47
90   152      67.98
91   151      64.38
92   150      59.09
93   149      57.74
94   148      54.65
95   147      55.57
96   146      54.71
97   145      57.90
98   144      59.26
99   143      64.72
100  142      68.29
101  141      76.00
102  140      81.74
103  139      91.67
104  138      99.55
105  137     111.65
106  136     121.24
107  135     134.04
108  134     144.51
70   173     372.62
71   172     347.38
72   171     322.58
73   170     299.84
74   169     277.51
75   168     257.15
76   167     236.87
77   166     218.55
78   165     200.66
79   164     184.65
80   163     169.09
81   162     155.44
82   161     142.26
83   160     130.57
84   159     119.24
85   158     109.47
86   157     100.09
87   156      92.23
88   155      84.81
89   154      78.87
90   153      72.73
91   152      67.59
92   151      63.08
93   150      60.13
94   149      57.87
95   148      57.14
96   147      57.14
97   146      58.64
98   145      60.89
99   144      64.62
100  143      69.11
101  142      75.05
102  141      81.77
103  140      89.88
104  139      98.79
105  138     109.04
106  137     120.09
107  136     131.36
108  135     143.05
70   174     382.05
71   173     357.23
72   172     331.25
73   171     308.97
74   170     285.49
75   169     265.62
76   168     244.53
77   167     226.74
78   166     207.63
79   165     192.17
80   164     175.35
81   163     162.31
82   162     147.84
83   161     136.82
84   160     124.17
85   159     115.10
86   158     104.35
87   157      97.23
88   156      88.40
89   155      83.24
90   154      76.25
91   153      71.88
92   152      65.82
93   151      63.68
94   150      59.81
95   149      59.92
96   148      58.27
97   147      60.64
98   146      61.20
99   145      65.84
100  144      68.60
101  143      75.49
102  142      80.44
103  141      89.54
104  140      96.64
105  139     107.93
106  138     117.14
107  137     130.16
108  136     140.06
70   175     392.72
71   174     366.82
72   173     341.26
73   172     317.76
74   171     294.74
75   170     273.70
76   169     253.10
77   168     234.53
78   167     215.96
79   166     199.25
80   165     183.00
81   164     168.67
82   163     154.83
83   162     142.50
84   161     130.52
85   160     120.10
86   159     110.06
87   158     101.55
88   157      93.46
89   156      86.86
90   155      80.72
91   154      75.40
92   153      70.12
93   152      66.40
94   151      63.35
95   150      61.84
96   149      61.03
97   148      61.73
98   147      63.17
99   146      66.09
100  145      69.77
101  144      74.90
102  143      80.81
103  142      88.12
104  141      96.23
105  140     105.68
106  139     115.94
107  138     127.49
108  137     138.77
70   176     402.32
71   175     376.82
72   174     350.16
73   173     327.11
74   172     302.87
75   171     282.30
76   170     260.53
77   169     242.47
78   168     223.17
79   167     207.02
80   166     189.52
81   165     175.78
82   164     160.65
83   163     148.98
84   162     135.70
85   161     125.96
86   160     114.57
87   159     106.78
88   158      97.29
89   157      91.45
90   156      83.87
91   155      79.98
92   154      73.18
93   153      70.25
94   152      65.62
95   151      64.94
96   150      62.50
97   149      64.06
98   148      63.83
99   147      67.65
100  146      69.62
101  145      75.68
102  144      79.84
103  143      88.13
104  142      94.44
105  141     104.91
106  140     113.35
107  139     125.97
108  138     135.97
109  137     149.39
70   177     413.23
71   176     386.58
72   175     360.32
73   174     336.14
74   173     312.35
75   172     290.54
76   171     269.24
77   170     249.97
78   169     231.20
79   168     214.36
80   167     197.43
81   166     182.41
82   165     167.87
83   164     154.92
84   163     142.29
85   162     131.22
86   161     120.52
87   160     111.35
88   159     102.59
89   158      95.33
90   157      88.51
91   156      83.17
92   155      77.78
93   154      73.31
94   153      69.48
95   152      67.19
96   151      65.59
97   150      65.51
98   149      66.14
99   148      68.27
100  147      71.14
101  146      75.47
102  145      80.56
103  144      87.08
104  143      94.37
105  142     103.04
106  141     112.50
107  140     123.27
108  139     134.85
109  138     146.49
110  137     158.81
70   178     423.08
71   177     396.81
72   176     369.41
73   175     345.64
74   174     320.72
75   173     299.36
76   172     276.82
77   171     258.05
78   170     238.06
79   169     221.76
80   168     204.20
81   167     189.76
82   166     173.96
83   165     161.63
84   164     147.72
85   163     137.32
86   162     125.28
87   161     116.82
88   160     106.68
89   159     100.16
90   158      91.92
91   157      87.35
92   156      81.02
93   155      77.46
94   154      72.08
95   153      70.61
96   152      67.41
97   151      68.17
98   150      67.16
99   149      70.16
100  148      71.35
101  147      76.59
102  146      79.96
103  145      87.43
104  144      92.96
105  143     102.62
106  142     110.27
107  141     122.09
108  140     131.83
109  139     145.07
110  138     155.61
70   179     434.16
71   178     406.83
72   177     379.81
73   176     354.86
74   175     330.36
75   174     307.84
76   173     285.76
77   172     265.71
78   171     246.22
79   170     228.68
80   169     211.67
81   168     196.64
82   167     181.43
83   166     167.84
84   165     154.56
85   164     142.84
86   163     131.48
87   162     121.66
88   161     112.23
89   160     104.30
90   159      96.81
91   158      90.79
92   157      85.25
93   156      80.84
94   155      76.25
95   154      73.21
96   153      70.82
97   152      69.96
98   151      69.80
99   150      71.14
100  149      73.21
101  148      76.74
102  147      81.04
103  146      86.75
104  145      93.25
105  144     101.12
106  143     109.78
107  142     119.78
108  141     130.56
109  140     142.38
110  139     154.11
70   180     444.20
71   179     417.23
72   178     389.15
73   177     364.60
74   176     338.91
75   175     316.83
76   174     293.58
77   173     274.01
78   172     253.24
79   171     236.21
80   170     217.96
81   169     203.49
82   168     187.75
83   167     174.81
84   166     160.26
85   165     149.20
86   164     136.52
87   163     127.38
88   162     116.58
89   161     109.38
90   160     100.48
91   159      95.23
92   158      88.23
93   157      84.93
94   156      79.18
95   155      76.94
96   154      72.98
97   153      72.96
98   152      71.18
99   151      73.38
100  150      73.78
101  149      78.22
102  148      80.80
103  147      87.45
104  146      92.20
105  145     101.05
106  144     107.93
107  143     118.95
108  142     127.91
109  141     141.04
110  140     151.11
111  139     165.16
70   181     455.54
71   180     427.45
72   179     399.73
73   178     374.08
74   177     348.79
75   176     325.49
76   175     302.68
77   174     281.92
78   173     261.63
79   172     243.30
80   171     225.57
81   170     209.83
82   169     194.66
83   168     181.27
84   167     167.36
85   166     155.00
86   165     142.98
87   164     132.50
88   163     122.39
89   162     113.81
90   161     105.63
91   160      98.94
92   159      92.71
93   158      87.94
94   157      83.65
95   156      79.88
96   155      76.73
97   154      75.10
98   153      74.16
99   152      74.72
100  151      75.99
101  150      78.74
102  149      82.23
103  148      87.16
104  147      92.85
105  146      99.93
106  145     107.80
107  144     117.01
108  143     127.01
109  142     138.30
110  141     149.79
111  140     162.06
70   182     465.85
71   181     438.12
72   180     409.27
73   179     384.00
74   178     357.60
75   177     334.72
76   176     310.69
77   175     290.38
78   174     268.89
79   173     251.06
80   172     232.02
81   171     216.82
82   170     200.37
83   169     187.70
84   168     173.32
85   167     161.62
86   166     148.29
87   165     138.48
88   164     127.03
89   163     119.15
90   162     109.58
91   161     103.64
92   160      95.97
93   159      91.97
94   158      86.21
95   157      83.92
96   156      79.23
97   155      78.42
98   154      75.88
99   153      77.29
100  152      76.93
101  151      80.56
102  150      82.36
103  149      88.21
104  148      92.18
105  147     100.22
106  146     106.32
107  145     116.54
108  144     124.74
109  143     137.08
110  142     147.00
111  141     160.44
112  140     171.61
71   182     448.62
72   181     420.12
73   180     393.69
74   179     367.67
75   178     343.65
76   177     320.04
77   176     298.48
78   175     277.45
79   174     258.39
80   173     239.85
81   172     223.32
82   171     207.42
83   170     193.58
84   169     179.92
85   168     167.69
86   167     155.03
87   166     143.89
88   165     133.12
89   164     123.86
90   163     115.00
91   162     107.64
92   161     100.72
93   160      95.27
94   159      90.29
95   158      86.75
96   157      83.29
97   156      80.92
98   155      79.21
99   154      79.00
100  153      79.49
101  152      81.46
102  151      84.15
103  150      88.30
104  149      93.19
105  148      99.49
106  147     106.56
107  146     114.99
108  145     124.20
109  144     134.72
110  143     145.89
111  142     157.56
112  141     169.92
71   183     459.48
72   182     429.94
73   181     403.87
74   180     376.69
75   179     353.07
76   178     328.31
77   177     307.18
78   176     284.90
79   175     266.31
80   174     246.54
81   173     230.53
82   172     213.29
83   171     200.16
84   170     185.34
85   169     173.84
86   168     160.62
87   167     150.16
88   166     138.05
89   165     129.48
90   164     119.25
91   163     112.61
92   162     104.27
93   161      99.57
94   160      93.14
95   159      90.40
96   158      85.87
97   157      84.56
98   156      81.28
99   155      81.91
100  154      80.78
101  153      83.62
102  152      84.66
103  151      89.70
104  150      92.89
105  149     100.14
106  148     105.46
107  147     114.88
108  146     122.31
109  145     133.86
110  144     143.32
111  143     156.14
112  142     166.73
113  141     181.39
72   183     440.99
73   182     413.85
74   181     387.04
75   180     362.22
76   179     337.86
77   178     315.56
78   177     293.71
79   176     273.84
80   175     254.54
81   174     237.27
82   173     220.55
83   172     206.22
84   171     192.10
85   170     179.41
86   169     166.93
87   168     155.85
88   167     144.42
89   166     134.49
90   165     124.95
91   164     116.91
92   163     109.30
93   162     103.16
94   161      97.49
95   160      93.27
96   159      89.55
97   158      87.25
98   157      84.93
99   156      83.97
100  155      83.69
101  154      84.89
102  153      86.80
103  152      90.17
104  151      94.27
105  150      99.79
106  149     106.06
107  148     113.72
108  147     122.14
109  146     131.89
110  145     142.41
111  144     153.48
112  143     165.23
113  142     178.12
72   184     451.06
73   183     424.24
74   182     396.34
75   181     371.90
76   180     346.34
77   179     324.45
78   178     301.42
79   177     282.00
80   176     261.42
81   175     244.64
82   174     226.66
83   173     213.02
84   172     197.69
85   171     185.72
86   170     172.04
87   169     161.71
88   168     149.63
89   167     140.40
90   166     129.50
91   165     122.16
92   164     113.15
93   163     107.75
94   162     100.63
95   161      97.19
96   160      91.98
97   159      90.50
98   158      87.21
99   157      87.22
100  156      85.34
101  155      87.40
102  154      87.67
103  153      91.93
104  152      94.35
105  151     100.79
106  150     105.35
107  149     113.97
108  148     120.63
109  147     131.39
110  146     140.07
111  145     152.26
112  144     162.27
113  143     176.35
114  142     188.09
73   184     434.48
74   183     406.90
75   182     381.34
76   181     356.16
77   180     333.04
78   179     310.43
79   178     289.80
80   177     269.67
81   176     251.58
82   175     234.09
83   174     219.33
84   173     204.69
85   172     191.48
86   171     178.52
87   170     166.97
88   169     155.64
89   168     145.71
90   167     135.50
91   166     126.78
92   165     118.47
93   164     111.65
94   163     105.28
95   162     100.37
96   161      95.94
97   160      92.95
98   159      90.48
99   158      89.42
100  157      88.59
101  156      89.03
102  155      90.17
103  154      92.77
104  153      96.09
105  152     100.83
106  151     106.32
107  150     113.19
108  149     120.83
109  148     129.81
110  147     139.39
111  146     149.84
112  145     160.98
113  144     173.31
114  143     186.25
73   185     446.12
74   184     416.46
75   183     391.24
76   182     364.93
77   181     342.20
78   180     318.35
79   179     298.15
80   178     276.81
81   177     259.19
82   176     240.39
83   175     226.30
84   174     210.53
85   173     198.03
86   172     183.82
87   171     173.00
88   170     160.45
89   169     151.28
90   168     140.34
91   167     132.33
92   166     122.63
93   165     116.53
94   164     108.73
95   163     104.57
96   162      98.68
97   161      96.48
98   160      92.51
99   159      92.28
100  158      90.23
101  157      91.88
102  156      91.41
103  155      94.88
104  154      96.54
105  153     102.19
106  152     105.99
107  151     113.81
108  150     119.71
109  149     129.67
110  148     137.29
111  147     148.84
112  146     158.24
113  145     171.73
114  144     182.93
115  143     198.14
74   185     428.37
75   184     400.94
76   183     374.97
77   182     351.09
78   181     327.63
79   180     306.17
80   179     285.26
81   178     266.39
82   177     248.07
83   176     232.80
84   175     217.72
85   174     204.06
86   173     190.56
87   172     178.46
88   171     166.65
89   170     156.22
90   169     146.05
91   168     137.25
92   167     128.27
93   166     120.75
94   165     113.68
95   164     108.07
96   163     102.94
97   162      99.25
98   161      96.07
99   160      94.32
100  159      93.11
101  158      93.29
102  157      94.05
103  156      96.09
104  155      98.64
105  154     102.61
106  153     107.32
107  152     113.42
108  151     120.28
109  150     128.24
110  149     136.84
111  148     146.67
112  147     157.17
113  146     168.93
114  145     181.29
115  144     194.74
74   186     439.17
75   185     412.30
76   184     384.00
77   183     360.47
78   182     335.85
79   181     314.80
80   180     292.62
81   179     274.20
82   178     254.62
83   177     240.02
84   176     223.76
85   175     210.79
86   174     196.13
87   173     184.75
88   172     171.66
89   171     161.98
90   170     150.55
91   169     142.53
92   168     132.73
93   167     125.94
94   166     117.45
95   165     112.58
96   164     105.99
97   163     103.08
98   162      98.41
99   161      97.47
100  160      94.73
101  159      95.76
102  158      94.96
103  157      97.97
104  156      99.10
105  155     104.10
106  154     107.17
107  153     114.14
108  152     119.14
109  151     128.08
110  150     134.99
111  149     145.89
112  148     154.67
113  147     167.56
114  146     178.20
115  145     192.84
75   186     423.36
76   185     395.63
77   184     369.62
78   183     345.36
79   182     323.11
80   181     301.34
81   180     281.62
82   179     262.50
83   178     246.81
84   177     231.21
85   176     217.03
86   175     203.06
87   174     190.50
88   173     178.12
89   172     167.14
90   171     156.46
91   170     147.16
92   169     138.14
93   168     130.48
94   167     122.72
95   166     116.41
96   165     110.56
97   164     106.17
98   163     102.28
99   162      99.82
100  161      97.90
101  160      97.38
102  159      97.43
103  158      98.86
104  157     100.89
105  156     104.27
106  155     108.28
107  154     113.60
108  153     119.58
109  152     126.84
110  151     134.78
111  150     143.97
112  149     153.84
113  148     165.00
114  147     176.79
115  146     189.67
75   187     434.71
76   186     406.13
77   185     380.72
78   184     353.84
79   183     331.95
80   182     308.99
81   181     289.69
82   180     269.27
83   179     254.23
84   178     237.54
85   177     224.04
86   176     208.85
87   175     196.99
88   174     183.42
89   173     173.17
90   172     161.19
91   171     152.64
92   170     142.34
93   169     135.47
94   168     126.80
95   167     121.23
96   166     113.95
97   165     110.31
98   164     104.94
99   163     103.27
100  162      99.83
101  161     100.14
102  160      98.64
103  159     100.94
104  158     101.39
105  157     105.68
106  156     108.07
107  155     114.35
108  154     118.68
109  153     126.94
110  152     133.20
111  151     143.43
112  150     151.59
113  149     163.87
114  148     173.93
115  147     187.97
76   187     417.76
77   186     391.48
78   185     365.21
79   184     340.53
80   183     317.93
81   182     297.41
82   181     277.41
83   180     261.24
84   179     245.20
85   178     230.58
86   177     216.07
87   176     202.97
88   175     190.10
89   174     178.63
90   173     167.38
91   172     157.50
92   171     147.96
93   170     139.78
94   169     131.90
95   168     125.38
96   167     118.84
97   166     113.74
98   165     109.13
99   164     105.95
100  163     103.31
101  162     102.08
102  161     101.42
103  160     102.15
104  159     103.47
105  158     106.15
106  157     109.46
107  156     114.10
108  155     119.39
109  154     125.98
110  153     133.25
111  152     141.79
112  151     151.00
113  150     161.56
114  149     172.74
115  148     185.05
76   188     428.26
77   187     402.56
78   186     375.43
79   185     351.40
80   184     325.84
81   183     305.71
82   182     284.47
83   181     268.94
84   180     251.75
85   179     237.79
86   178     222.16
87   177     209.75
88   176     195.64
89   175     184.88
90   174     172.40
91   173     163.27
92   172     152.39
93   171     144.98
94   170     135.79
95   169     130.07
96   168     122.54
97   167     118.20
98   166     112.12
99   165     109.72
100  164     105.58
101  163     105.16
102  162     102.95
103  161     104.53
104  160     104.28
105  159     107.85
106  158     109.55
107  157     115.12
108  156     118.77
109  155     126.34
110  154     131.94
111  153     141.50
112  152     149.02
113  151     160.66
114  150     170.14
115  149     183.58
77   188     413.33
78   187     386.79
79   186     361.88
80   185     336.98
81   184     313.69
82   183     292.84
83   182     276.25
84   181     259.71
85   180     244.58
86   179     229.60
87   178     216.04
88   177     202.62
89   176     190.59
90   175     178.82
91   174     168.44
92   173     158.30
93   172     149.53
94   171     141.12
95   170     134.06
96   169     127.34
97   168     121.96
98   167     116.64
99   166     112.75
100  165     109.38
101  164     107.43
102  163     106.04
103  162     106.06
104  161     106.66
105  160     108.64
106  159     111.23
107  158     115.18
108  157     119.77
109  156     125.68
110  155     132.26
111  154     140.13
112  153     148.68
113  152     158.63
114  151     169.19
115  150     180.91
77   189     424.40
78   188     397.01
79   187     372.72
80   186     346.96
81   185     324.35
82   184     298.26
83   183     284.18
84   182     266.57
85   181     252.09
86   180     235.94
87   179     223.05
88   178     208.46
89   177     197.14
90   176     184.10
91   175     174.44
92   174     163.04
93   173     155.03
94   172     145.25
95   171     138.98
96   170     130.92
97   169     126.35
98   168     119.96
99   167     116.84
100  166     111.98
101  165     110.83
102  164     107.91
103  163     108.75
104  162     107.79
105  161     110.63
106  160     111.63
107  159     116.49
108  158     119.45
109  157     126.32
110  156     131.24
111  155     140.11
112  154     146.97
113  153     157.98
114  152     166.85
115  151     179.67
116  150     190.30
78   189     408.36
79   188     383.20
80   187     358.07
81   186     334.58
82   185     308.44
83   184     289.91
84   183     274.77
85   182     259.19
86   181     243.69
87   180     229.59
88   179     215.69
89   178     203.17
90   177     190.83
91   176     179.87
92   175     169.20
93   174     159.90
94   173     150.89
95   172     143.22
96   171     135.95
97   170     130.01
98   169     124.45
99   168     120.21
100  167     116.12
101  166     113.45
102  165     111.33
103  164     110.62
104  163     110.49
105  162     111.75
106  161     113.62
107  160     116.86
108  159     120.74
109  158     125.96
110  157     131.85
111  156     139.04
112  155     146.90
113  154     156.22
114  153     166.16
115  152     177.27
116  151     189.01
78   190     418.59
79   189     394.03
80   188     368.03
81   187     345.20
82   186     317.51
83   185     299.42
84   184     280.10
85   183     266.96
86   182     250.36
87   181     236.92
88   180     221.80
89   179     209.96
90   178     196.43
91   177     186.18
92   176     174.21
93   175     165.65
94   174     155.34
95   173     148.45
96   172     139.78
97   171     134.65
98   170     127.71
99   169     124.30
100  168     119.06
101  167     117.18
102  166     113.54
103  165     113.64
104  164     111.96
105  163     114.06
106  162     114.35
107  161     118.48
108  160     120.74
109  159     126.89
110  158     131.13
111  157     139.29
112  156     145.48
113  155     155.83
114  154     164.09
115  153     176.27
116  152     186.31
118  150     212.22
79   190     404.51
80   189     379.13
81   188     355.42
82   187     327.77
83   186     308.52
84   185     289.65
85   184     272.61
86   183     258.37
87   182     243.80
88   181     229.34
89   180     216.27
90   179     203.42
91   178     191.95
92   177     180.69
93   176     170.80
94   175     161.23
95   174     153.02
96   173     145.13
97   172     138.58
98   171     132.44
99   170     127.64
100  169     123.24
101  168     120.15
102  167     117.30
103  166     115.86
104  165     114.99
105  164     115.52
106  163     116.66
107  162     119.18
108  161     122.34
109  160     126.85
110  159     132.02
111  158     138.52
112  157     145.69
113  156     154.37
114  155     163.66
115  154     174.15
116  153     185.27
118  151     210.59
79   191     415.33
80   190     389.09
81   189     366.02
82   188     336.93
83   187     318.10
84   186     298.07
85   185     281.50
86   184     263.67
87   183     251.39
88   182     235.79
89   181     223.39
90   180     209.30
91   179     198.52
92   178     186.03
93   177     176.86
94   176     165.96
95   175     158.51
96   174     149.29
97   173     143.52
98   172     135.97
99   171     131.98
100  170     126.18
101  169     123.94
102  168     119.85
103  167     119.21
104  166     116.81
105  165     118.16
106  164     117.73
107  163     121.11
108  162     122.67
109  161     128.08
110  160     131.62
111  159     139.07
112  158     144.57
113  157     154.26
114  156     161.88
115  155     173.41
116  154     182.84
118  152     207.54
120  150     235.83
80   191     400.18
81   190     376.24
82   189     347.28
83   188     327.31
84   187     307.72
85   186     289.95
86   185     272.60
87   184     257.03
88   183     243.62
89   182     230.05
90   181     216.63
91   180     204.58
92   179     192.79
93   178     182.36
94   177     172.19
95   176     163.37
96   175     154.91
97   174     147.80
98   173     141.03
99   172     135.59
100  171     130.61
101  170     126.95
102  169     123.71
103  168     121.79
104  167     120.19
105  166     119.98
106  165     120.38
107  164     122.17
108  163     124.59
109  162     128.38
110  161     132.83
111  160     138.62
112  159     145.08
113  158     153.10
114  157     161.73
115  156     171.58
116  155     182.06
118  153     206.16
120  151     233.87
80   192     410.15
81   191     386.82
82   190     356.54
83   189     336.98
84   188     316.24
85   187     298.94
86   186     280.40
87   185     265.33
88   184     248.97
89   183     237.45
90   182     222.86
91   181     211.49
92   180     198.43
93   179     188.71
94   178     177.27
95   177     169.19
96   176     159.36
97   175     153.01
98   174     144.90
99   173     140.26
100  172     133.83
101  171     130.99
102  170     126.33
103  169     125.27
104  168     122.35
105  167     122.96
106  166     121.80
107  165     124.43
108  164     125.26
109  163     129.92
110  162     132.75
111  161     139.46
112  160     144.27
113  159     153.27
114  158     160.24
115  157     171.12
116  156     179.91
117  155     192.71
118  154     203.37
120  152     230.47
81   192     397.05
82   191     366.99
83   190     346.30
84   189     325.99
85   188     307.51
86   187     289.43
87   186     273.16
88   185     257.31
89   184     243.21
90   183     230.48
91   182     217.92
92   181     205.53
93   180     194.51
94   179     183.78
95   178     174.41
96   177     165.32
97   176     157.58
98   175     150.23
99   174     144.22
100  173     138.59
101  172     134.28
102  171     130.46
103  170     127.94
104  169     125.89
105  168     125.13
106  167     124.79
107  166     125.84
108  165     127.51
109  164     130.57
110  163     134.28
111  162     139.35
112  161     145.09
113  160     152.43
114  159     160.39
115  158     169.58
116  157     179.41
117  156     190.50
118  155     202.25
120  153     228.74
81   193     406.91
82   192     376.36
83   191     356.08
84   190     334.63
85   189     316.60
86   188     297.35
87   187     281.56
88   186     264.50
89   185     250.93
90   184     236.04
91   183     225.13
92   182     211.54
93   181     201.21
94   180     189.17
95   179     180.52
96   178     170.14
97   177     163.14
98   176     154.40
99   175     149.16
100  174     142.16
101  173     138.66
102  172     133.36
103  171     131.69
104  170     128.18
105  169     128.30
106  168     126.56
107  167     128.44
108  166     128.53
109  165     132.44
110  164     134.54
111  163     140.51
112  162     144.61
113  161     152.91
114  160     159.22
115  159     169.41
116  158     177.56
117  157     189.69
118  156     199.74
120  154     225.61
82   193     386.92
83   192     365.52
84   191     344.49
85   190     325.30
86   189     306.50
87   188     289.52
88   187     272.95
89   186     258.16
90   185     243.79
91   184     231.15
92   183     218.95
93   182     207.39
94   181     196.04
95   180     186.06
96   179     176.39
97   178     168.08
98   177     160.09
99   176     153.44
100  175     147.20
101  174     142.31
102  173     137.82
103  172     134.65
104  171     131.99
105  170     130.64
106  169     129.78
107  168     130.21
108  167     131.14
109  166     133.45
110  165     136.41
111  164     140.74
112  163     145.74
113  162     152.40
114  161     159.67
115  160     168.19
116  159     177.35
117  158     187.79
118  157     198.89
119  156     211.17
120  155     224.14
82   194     396.41
83   193     375.41
84   192     353.26
85   191     334.50
86   190     314.55
87   189     298.04
88   188     280.28
89   187     265.99
90   186     250.41
91   185     238.31
92   184     224.87
93   183     214.40
94   182     201.82
95   181     192.53
96   180     181.53
97   179     173.94
98   178     164.63
99   177     158.73
100  176     151.08
101  175     146.97
102  174     141.08
103  173     138.73
104  172     134.58
105  171     134.08
106  170     131.74
107  169     133.06
108  168     132.51
109  167     135.67
110  166     137.03
111  165     142.24
112  164     145.61
113  163     153.19
114  162     158.82
115  161     168.31
116  160     175.81
117  159     187.26
118  158     196.67
119  157     210.03
120  156     221.28
122  154     249.70
83   194     384.98
84   193     363.23
85   192     343.33
86   191     323.83
87   190     306.13
88   189     288.86
89   188     273.36
90   187     258.29
91   186     244.96
92   185     232.07
93   184     220.86
94   183     209.01
95   182     198.46
96   181     188.16
97   180     179.21
98   179     170.62
99   178     163.38
100  177     156.49
101  176     150.94
102  175     145.84
103  174     142.07
104  173     138.73
105  172     136.72
106  171     135.24
107  170     135.06
108  169     135.40
109  168     137.03
110  167     139.24
111  166     142.83
112  165     147.07
113  164     153.03
114  163     159.59
115  162     167.43
116  161     175.90
117  160     185.67
118  159     196.10
119  158     207.75
120  157     220.07
122  155     247.89
83   195     394.99
84   194     372.14
85   193     352.66
86   192     332.01
87   191     314.78
88   190     296.33
89   189     281.32
90   188     265.05
91   187     252.25
92   186     238.12
93   185     227.49
94   184     215.13
95   183     205.25
96   182     193.68
97   181     185.45
98   180     175.49
99   179     168.99
100  178     160.74
101  177     155.96
102  176     149.41
103  175     146.44
104  174     141.68
105  173     140.50
106  172     137.50
107  171     138.19
108  170     137.03
109  169     139.56
110  168     140.21
111  167     144.67
112  166     147.29
113  165     154.15
114  164     159.08
115  163     167.86
116  162     174.68
117  161     185.44
118  160     194.19
119  159     206.88
120  158     217.50
122  156     244.67
84   195     382.24
85   194     361.64
86   193     341.42
87   192     323.03
88   191     305.04
89   190     288.84
90   189     273.07
91   188     259.04
92   187     245.46
93   186     233.57
94   185     222.13
95   184     211.55
96   183     200.65
97   182     191.12
98   181     181.87
99   180     173.98
100  179     166.47
101  178     160.31
102  177     154.53
103  176     150.09
104  175     146.13
105  174     143.50
106  173     141.34
107  172     140.49
108  171     140.20
109  170     141.22
110  169     142.77
111  168     145.61
112  167     149.11
113  166     154.34
114  165     160.18
115  164     167.32
116  163     175.08
117  162     184.17
118  161     193.92
119  160     204.91
120  159     216.58
122  157     243.12
84   196     391.29
85   195     371.10
86   194     349.75
87   193     331.81
88   192     312.66
89   191     296.94
90   190     279.98
91   189     266.47
92   188     251.66
93   187     240.33
94   186     227.64
95   185     218.46
96   184     206.54
97   183     197.68
98   182     187.14
99   181     179.97
100  180     171.06
101  179     165.65
102  178     158.50
103  177     154.83
104  176     149.40
105  175     147.58
106  174     143.97
107  173     143.96
108  172     142.14
109  171     144.03
110  170     144.07
111  169     147.83
112  168     149.68
113  167     155.81
114  166     160.03
115  165     168.08
116  164     174.20
117  163     184.26
118  162     192.33
119  161     204.33
120  160     214.30
121  159     228.28
122  158     240.19
85   196     380.23
86   195     359.30
87   194     340.21
88   193     321.52
89   192     304.62
90   191     288.15
91   190     273.43
92   189     259.15
93   188     246.58
94   187     234.46
95   186     224.00
96   185     213.99
97   184     203.73
98   183     193.86
99   182     185.37
100  181     177.18
101  180     170.35
102  179     163.95
103  178     158.88
104  177     154.23
105  176     150.92
106  175     148.12
107  174     146.64
108  173     145.66
109  172     145.99
110  171     146.91
111  170     149.13
112  169     151.91
113  168     156.36
114  167     161.48
115  166     167.89
116  165     174.94
117  164     183.33
118  163     192.38
119  162     202.68
120  161     213.67
121  160     225.94
122  159     238.91
85   197     389.83
86   196     367.79
87   195     349.13
88   194     329.29
89   193     312.87
90   192     295.22
91   191     281.01
92   190     265.51
93   189     253.49
94   188     240.13
95   187     230.26
96   186     218.98
97   185     210.81
98   184     199.51
99   183     191.70
100  182     182.19
101  181     176.09
102  180     168.25
103  179     163.95
104  178     157.89
105  177     155.37
106  176     151.07
107  175     150.41
108  174     147.96
109  173     149.15
110  172     148.51
111  171     151.62
112  170     152.86
113  169     158.17
114  168     161.67
115  167     169.00
116  166     174.40
117  165     183.73
118  164     191.12
119  163     202.41
120  162     211.71
121  161     225.01
122  160     236.27
86   197     377.49
87   196     357.70
88   195     338.31
89   194     320.72
90   193     303.54
91   192     288.13
92   191     273.16
93   190     259.91
94   189     247.10
95   188     235.97
96   187     225.29
97   186     216.23
98   185     206.67
99   184     197.48
100  183     188.66
101  182     181.21
102  181     174.11
103  180     168.35
104  179     163.06
105  178     159.10
106  177     155.60
107  176     153.42
108  175     151.79
109  174     151.49
110  173     151.71
111  172     153.24
112  171     155.37
113  170     159.04
114  169     163.41
115  168     169.16
116  167     175.49
117  166     183.16
